woman that sleeps
Correct	Parser	Rerank	Total	Translation
	23.058712005615234	13.80639465260525	36.86510665822048	min dator arbetar
	26.552095413208008	36.02122098595684	62.573316399164845	dator av mig fungerar
	26.552095413208008	15.670817079139619	42.222912492347625	dator av mig arbetar
	26.937625885009766	36.02122098595684	62.9588468709666	dator av mig fungerar
	26.937625885009766	15.670817079139619	42.60844296414938	dator av mig arbetar
	26.943269729614258	13.217131022076417	40.16040075169067	* min dator fungerar
	26.943269729614258	13.80639465260525	40.74966438221951	* min dator arbetar

my computer doesn't work
Correct	Parser	Rerank	Total	Translation
	26.306501388549805	13.80639465260525	40.112896041155054	min dator arbetar inte
✓	26.306501388549805	13.217131022076417	39.52363241062622	min dator fungerar inte
	26.692031860351562	13.217131022076417	39.90916288242798	min dator fungerar inte
	26.692031860351562	13.80639465260525	40.49842651295681	min dator arbetar inte
	30.185415267944336	36.02122098595684	66.20663625390117	dator av mig fungerar inte
	30.185415267944336	15.670817079139619	45.85623234708395	dator av mig arbetar inte
	30.570945739746094	36.02122098595684	66.59216672570292	dator av mig fungerar inte
	30.570945739746094	15.670817079139619	46.24176281888571	dator av mig arbetar inte
	30.576589584350586	13.217131022076417	43.793720606427	* min dator fungerar inte
	30.576589584350586	13.80639465260525	44.382984236955835	* min dator arbetar inte

I like sleep
Correct	Parser	Rerank	Total	Translation
✓	30.00547981262207	65.97777299525937	95.98325280788144	jag tycker om sömn
	30.39101219177246	65.97777299525937	96.36878518703183	jag tycker om sömn
	33.246246337890625	16.180975543985163	49.42722188187579	* mig likt sömn
	33.45587158203125	16.180975543985163	49.63684712601641	mig likt sömn
	33.63177490234375	16.180975543985163	49.81275044632891	* mig likt sömn
	33.841400146484375	16.180975543985163	50.02237569046954	mig likt sömn
	34.27556610107422	65.97777299525937	100.25333909633359	* jag tycker om sömn
	34.661094665527344	65.97777299525937	100.63886766078672	* jag tycker om sömn
	36.725059509277344	65.97777299525937	102.70283250453672	jag tycker om sömn
	37.11058807373047	65.97777299525937	103.08836106898984	jag tycker om sömn

I am sleeping
Correct	Parser	Rerank	Total	Translation
	18.50827980041504	22.757016666132063	41.2652964665471	jag är [sleeping_A]
	18.893810272216797	22.757016666132063	41.65082693834886	jag är [sleeping_A]
✓	21.53606605529785	5.343049602708797	26.879115658006647	jag håller på att sova
	21.921594619750977	5.343049602708797	27.264644222459772	jag håller på att sova
	22.77836799621582	22.757016666132063	45.53538466234788	* jag är [sleeping_A]
	23.163898468017578	22.757016666132063	45.92091513414964	* jag är [sleeping_A]
	24.36330795288086	5.343049602708797	29.706357555589655	jag är sovande
	24.52963638305664	9.901986137162769	34.431622520219406	jag är sovsäck
	24.748838424682617	5.343049602708797	30.091888027391413	jag är sovande
	24.82020378112793	5.343049602708797	30.163253383836725	jag är att sova

I am working
Correct	Parser	Rerank	Total	Translation
	18.50827980041504	208.76298090827248	227.27126070868752	jag är fungerande
✓	18.61704444885254	5.816979136694231	24.43402358554677	jag håller på att arbeta
	18.61704444885254	26.16738304351145	44.78442749236399	jag håller på att fungera
	18.893810272216797	208.76298090827248	227.65679118048928	jag är fungerande
	19.002574920654297	5.816979136694231	24.819554057348526	jag håller på att arbeta
	19.002574920654297	26.16738304351145	45.16995796416575	jag håller på att fungera
	21.44428825378418	5.816979136694231	27.26126739047841	jag är arbetande
	21.44428825378418	26.16738304351145	47.61167129729563	jag är fungerande
	21.829816818237305	5.816979136694231	27.646795954931534	jag är arbetande
	21.829816818237305	26.16738304351145	47.997199861748754	jag är fungerande

he is working
Correct	Parser	Rerank	Total	Translation
	16.571552276611328	207.61806662118983	224.18961889780115	han är fungerande
✓	16.680316925048828	5.374822819617393	22.05513974466622	han håller på att arbeta
	16.680316925048828	25.183891555492046	41.864208480540874	han håller på att fungera
	19.507558822631836	5.374822819617393	24.88238164224923	han är arbetande
	19.507558822631836	25.183891555492046	44.69145037812388	han är fungerande
	19.96445655822754	5.374822819617393	25.33927937784493	han är att arbeta
	19.96445655822754	25.183891555492046	45.148348113719585	han är att fungera
	20.84164047241211	207.61806662118983	228.45970709360193	* han är fungerande
	20.95040512084961	25.183891555492046	46.134296676341656	* han håller på att fungera
	20.95040512084961	5.374822819617393	26.325227940467002	* han håller på att arbeta

she is a little girl
Correct	Parser	Rerank	Total	Translation
	27.38045310974121	5.336948720784113	32.717401830525326	hon är lite flicka
✓	29.73322296142578	7.352825005784517	37.0860479672103	hon är en liten flicka
	31.650541305541992	5.336948720784113	36.98749002632611	* hon är lite flicka
	34.00331115722656	7.352825005784517	41.35613616301108	* hon är en liten flicka
	34.10002899169922	5.336948720784113	39.43697771248333	hon är lite flicka
	34.94488525390625	5.336948720784113	40.281833974690365	* hon är lite flicka
	35.4002685546875	7.352825005784517	42.75309356047202	hon är en liten flicka
	36.452796936035156	7.352825005784517	43.80562194181967	hon är en liten flicka
	37.29765701293945	7.352825005784517	44.65048201872397	* hon är en liten flicka
	38.370121002197266	5.336948720784113	43.70706972298138	* hon är lite flicka

she is a girl
Correct	Parser	Rerank	Total	Translation
✓	22.798526763916016	5.336948720784113	28.13547548470013	hon är en flicka
	27.068614959716797	5.336948720784113	32.40556368050091	* hon är en flicka
	28.465574264526367	5.336948720784113	33.80252298531048	hon är en flicka
	29.518098831176758	5.336948720784113	34.85504755196087	hon är en flicka
	30.362957000732422	5.336948720784113	35.69990572151654	* hon är en flicka
	32.73566436767578	5.336948720784113	38.072613088459896	* hon är en flicka
	33.788185119628906	5.336948720784113	39.12513384041302	* hon är en flicka
	33.94409942626953	10.997260893889491	44.94136032015902	* henne är en flicka
	35.185142517089844	5.336948720784113	40.52209123787396	hon är en flicka
	36.03000259399414	5.336948720784113	41.366951314778255	* hon är en flicka

I play football
Correct	Parser	Rerank	Total	Translation
	27.39219856262207	55.37948341341396	82.77168197603604	jag spelar fotboll
✓	27.39219856262207	20.161155207527383	47.55335377014946	jag spelar fotboll
	27.39219856262207	32.22664607381775	59.61884463643982	jag leker fotboll
	27.77773094177246	20.161155207527383	47.93888614929985	jag spelar fotboll
	27.77773094177246	55.37948341341396	83.15721435518643	jag spelar fotboll
	27.77773094177246	32.22664607381775	60.00437701559021	jag leker fotboll
	31.66228675842285	32.22664607381775	63.8889328322406	* jag leker fotboll
	31.66228675842285	55.37948341341396	87.04177017183682	* jag spelar fotboll
	31.66228675842285	20.161155207527383	51.82344196595024	* jag spelar fotboll
	32.047821044921875	20.161155207527383	52.20897625244926	* jag spelar fotboll

he plays the trumpet
Correct	Parser	Rerank	Total	Translation
✓	28.384305953979492	19.638579058478328	48.02288501245782	han spelar trumpeten
	28.384305953979492	22.718417860662363	51.102723814641855	han spelar trumpeten
	28.384305953979492	27.534023919276713	55.918329873256205	han leker trumpeten
	32.65439224243164	27.534023919276713	60.18841616170835	* han leker trumpeten
	32.65439224243164	22.718417860662363	55.372810103094004	* han spelar trumpeten
	32.65439224243164	19.638579058478328	52.29297130090997	* han spelar trumpeten
	35.1038818359375	27.534023919276713	62.63790575521421	han leker trumpeten
	35.1038818359375	22.718417860662363	57.82229969659986	han spelar trumpeten
	35.1038818359375	19.638579058478328	54.74246089441583	han spelar trumpeten
	35.94873809814453	22.718417860662363	58.667155958806894	* han spelar trumpeten

the child plays with a doll
Correct	Parser	Rerank	Total	Translation
	37.435916900634766	42.34291556145155	79.77883246208631	barnet spelar med en docka
✓	37.435916900634766	11.873697749445448	49.30961465008021	barnet leker med en docka
	37.435916900634766	26.69972540071499	64.13564230134975	barnet spelar med en docka
	37.633766174316406	174.70043290944656	212.33419908376297	barnet spelar med en docka
	41.70600509643555	26.69972540071499	68.40573049715053	* barnet spelar med en docka
	41.70600509643555	42.34291556145155	84.0489206578871	* barnet spelar med en docka
	41.70600509643555	11.873697749445448	53.579702845880995	* barnet leker med en docka
	41.90385437011719	174.70043290944656	216.60428727956375	* barnet spelar med en docka
	43.44297409057617	42.85105478696673	86.2940288775429	* barnet spelar med en docka
	43.44297409057617	26.69972540071499	70.14269949129115	* barnet spelar med en docka

the children play in the park
Correct	Parser	Rerank	Total	Translation
	35.081565856933594	33.773799160750976	68.85536501768456	barnen spelar i parken
✓	35.081565856933594	12.909385963499732	47.990951820433324	barnen leker i parken
	35.081565856933594	15.191290180931714	50.27285603786531	barnen spelar i parken
	39.351654052734375	15.191290180931714	54.54294423366609	* barnen spelar i parken
	39.351654052734375	12.909385963499732	52.261040016234105	* barnen leker i parken
	39.351654052734375	33.773799160750976	73.12545321348534	* barnen spelar i parken
	41.088626861572266	34.28193838626616	75.37056524783843	* barnen spelar i parken
	41.088626861572266	12.909385963499732	53.998012825071996	* barnen leker i parken
	41.088626861572266	15.191290180931714	56.27991704250398	* barnen spelar i parken
	41.19721984863281	34.32469348316633	75.52191333179914	barnen spelar parken in

the play is over soon
Correct	Parser	Rerank	Total	Translation
✓	33.341796875	18.66347449572111	52.00527137072111	pjäsen är snart förbi
	33.341796875	20.735893970917907	54.07769084591791	pjäsen är förbi snart
	37.61188507080078	18.66347449572111	56.27535956652189	* pjäsen är snart förbi
	37.61188507080078	20.735893970917907	58.34777904171869	* pjäsen är förbi snart
	38.52743148803711	16.42759958294106	54.955031070978166	pjäsen är under snart
	39.23503875732422	16.42759958294106	55.662638340265275	pjäsen är under snart
	40.061370849609375	20.735893970917907	60.79726482052728	pjäsen är förbi snart
	40.061370849609375	18.66347449572111	58.724845345330486	pjäsen är snart förbi
	40.90623092651367	18.66347449572111	59.56970542223478	* pjäsen är snart förbi
	40.90623092651367	20.735893970917907	61.64212489743158	* pjäsen är förbi snart

I went to school this morning
Correct	Parser	Rerank	Total	Translation
	40.430965423583984	38.53430958498938	78.96527500857337	jag gick att skola denna morgon
	40.816497802734375	38.53430958498938	79.35080738772376	jag gick att skola denna morgon
	43.06678771972656	44.51230180075763	87.57908952048419	jag gick att skola denna morgon
	43.45232009887695	44.51230180075763	87.96462189963458	jag gick att skola denna morgon
	44.701053619384766	38.53430958498938	83.23536320437415	* jag gick att skola denna morgon
	45.086585998535156	38.53430958498938	83.62089558352454	* jag gick att skola denna morgon
	47.15053939819336	38.53430958498938	85.68484898318275	jag gick att skola denna morgon
	47.336875915527344	44.51230180075763	91.84917771628497	* jag gick att skola denna morgon
	47.53607177734375	38.53430958498938	86.07038136233314	jag gick att skola denna morgon
	47.722408294677734	44.51230180075763	92.23471009543536	* jag gick att skola denna morgon

he is in the cooking area
Correct	Parser	Rerank	Total	Translation
	35.856204986572266	45.31802096785766	81.17422595442993	han är yta i matlagningen
	37.82444381713867	53.85327874470234	91.67772256184101	han är i den mat lagande ytan
	39.07657241821289	50.02622334005527	89.10279575826816	han är i matlagningsytan
	39.5920295715332	24.502251026846672	64.09428059837987	han är i ytan av att laga mat
	40.12629318237305	45.31802096785766	85.44431415023071	* han är yta i matlagningen
	40.67648696899414	18.956086157129015	59.632573126123155	han är område i matlagningen
	41.08195114135742	48.16677181464382	89.24872295600125	han är yta i matlagningen
	41.77509689331055	32.86475714616561	74.63985403947615	han är yta i matlagningen
	41.77509689331055	47.15780067469682	88.93289756800738	han är yta i matlagningen
	41.77509689331055	47.75211108895156	89.5272079822621	han är yta i matlagningen

area of the circle is small
Correct	Parser	Rerank	Total	Translation
	34.6103401184082	18.826159236262484	53.43649935467069	yta av cirkeln är liten
	37.03689956665039	24.540112212947697	61.57701177959809	yta av cirkeln är liten
	38.880428314208984	18.826159236262484	57.70658755047147	* yta av cirkeln är liten
	39.43062210083008	18.826159236262484	58.25678133709256	område av cirkeln är litet
	39.83608627319336	18.826159236262484	58.66224550945584	yta av cirkeln är liten
	40.529232025146484	18.826159236262484	59.35539126140897	yta av cirkeln är liten
	40.529232025146484	18.826159236262484	59.35539126140897	yta av cirkeln är liten
	40.529232025146484	18.826159236262484	59.35539126140897	yta av cirkeln är liten
	41.25239181518555	21.241836903835342	62.49422871902089	yta av cirkeln är [small_N]
	41.30698776245117	24.540112212947697	65.84709997539886	* yta av cirkeln är liten

fire the canons
Correct	Parser	Rerank	Total	Translation
	33.275150299072266	12.443187674020036	45.718337973092304	torka ut kanonerna
	36.886070251464844	12.443187674020036	49.32925792548488	torka ut kanonerna
	36.886070251464844	12.443187674020036	49.32925792548488	torka ut kanonerna
	38.58427810668945	44.58330266153442	83.16758076822387	* eld kanonerna
	38.58427810668945	44.37756820592911	82.96184631261856	* brand kanonerna
	38.58427810668945	44.58330266153442	83.16758076822387	* eld kanonerna
	38.58427810668945	44.37756820592911	82.96184631261856	* brand kanonerna
	39.400630950927734	44.37756820592911	83.77819915685684	* brand kanonerna
	39.400630950927734	44.37756820592911	83.77819915685684	* brand kanonerna
	39.400630950927734	44.58330266153442	83.98393361246215	* eld kanonerna

the work is considered canon
Correct	Parser	Rerank	Total	Translation
	38.469757080078125	63.864714937334085	102.33447201741221	jobbet betraktas kanon som
	39.419254302978516	63.864714937334085	103.2839692403126	jobbet betraktas som kanon
	40.389583587646484	19.1495567846243	59.53914037227078	jobbet är övervägd kanon
	41.580631256103516	63.864714937334085	105.4453461934376	jobbet är kanon betraktat
	42.530128479003906	63.864714937334085	106.39484341633799	jobbet är betraktat
	42.739845275878906	63.864714937334085	106.60456021321299	* jobbet betraktas kanon som
	43.6893424987793	63.864714937334085	107.55405743611338	* jobbet betraktas som kanon
	44.659671783447266	19.1495567846243	63.80922856807156	* jobbet är övervägd kanon
	45.1893310546875	63.864714937334085	109.05404599202159	jobbet betraktas kanon som
	45.8507194519043	63.864714937334085	109.71543438923838	* jobbet är kanon betraktat

you are in good company
Correct	Parser	Rerank	Total	Translation
	29.044668197631836	13.44649078001834	42.49115897765017	du är i gott sällskap
	29.044668197631836	13.44649078001834	42.49115897765017	du är i gott sällskap
	33.314754486083984	13.44649078001834	46.76124526610232	* du är i gott sällskap
	33.314754486083984	13.44649078001834	46.76124526610232	* du är i gott sällskap
	33.43159484863281	17.467435618806444	50.89903046743926	du är sällskap i nytta
	33.43159484863281	17.467435618806444	50.89903046743926	du är sällskap i nytta
	33.64984130859375	62.020122991249586	95.66996429984334	du är i gott bolag
	33.64984130859375	62.020122991249586	95.66996429984334	du är i gott bolag
	34.17408752441406	14.313649310017773	48.487736834431836	ni är i gott sällskap
	34.17408752441406	14.313649310017773	48.487736834431836	ni är i gott sällskap

this is company business
Correct	Parser	Rerank	Total	Translation
	32.216400146484375	19.879325478191507	52.09572562467588	detta är sällskapaffär
	36.486488342285156	19.879325478191507	56.36581382047666	* detta är sällskapaffär
	36.821563720703125	9.222888916988218	46.04445263769134	detta är bolagaffär
	37.591270446777344	15.020927785900032	52.61219823267737	detta är sällskap affär
	37.73337936401367	26.8828590628545	64.61623842686816	* detta är sällskap affär
	38.42179870605469	15.020927785900032	53.442726491954716	* detta är sällskap affär
	38.93597412109375	19.879325478191507	58.815299599285254	detta är sällskapaffär
	39.23815155029297	15.020927785900032	54.259079336193	* detta är sällskap affär
	39.23815155029297	15.020927785900032	54.259079336193	* detta är sällskap affär
	39.78083419799805	19.879325478191507	59.66015967618955	* detta är sällskapaffär

what is the date today?
Correct	Parser	Rerank	Total	Translation
	38.27406692504883	18.487816588289483	56.76188351333831	* vad är datumet idag?
	38.827796936035156	15.653686027429643	54.4814829634648	* vad är datumet idag?
	38.84481430053711	18.487816588289483	57.33263088882659	* vad är träffkompisen idag?
	39.39854431152344	138.26821583598627	177.6667601475097	* vad är träffkompisen idag?
	39.535404205322266	15.653686027429643	55.18909023275191	* vad är datumet idag?
	40.10615158081055	138.26821583598627	178.37436741679682	* vad är träffkompisen idag?
	41.47935104370117	18.950378279954407	60.42972932365558	* vad är datumidagen?
	41.60627365112305	19.389934651643713	60.99620830276676	* vilka är datumet idag?
	42.05009841918945	18.950378279954407	61.00047669914386	* vad är träffkompisidagen?
	42.17702102661133	19.389934651643713	61.56695567825504	* vilka är träffkompisen idag?

to go on a date
Correct	Parser	Rerank	Total	Translation
	29.724990844726562	12.62744123429929	42.35243207902585	* att gå på ett datum
	30.295738220214844	30.22661160289614	60.522349823110986	* att gå på en träffkompis
	30.826004028320312	123.06372077653398	153.8897248048543	* att gå på ett datum
	31.396751403808594	93.84863078583709	125.24538218964568	* att gå på en träffkompis
	31.947460174560547	12.62744123429929	44.57490140885984	att gå på ett datum
	32.51820373535156	30.22661160289614	62.744815338247705	att gå på en träffkompis
	33.04846954345703	123.06372077653398	156.11219031999102	att gå på ett datum
	33.61921691894531	93.84863078583709	127.4678477047824	att gå på en träffkompis
	34.11943817138672	9.784269540383741	43.90370771177046	* att gå på en dadel
	35.220455169677734	50.64601778768463	85.86647295736236	* att gå på en dadel

he ate a date
Correct	Parser	Rerank	Total	Translation
	26.95856285095215	15.345689307408815	42.30425215836097	han åt ett datum
	27.52931022644043	15.345689307408815	42.87499953384925	han åt en träffkompis
	31.22865104675293	15.345689307408815	46.57434035416175	* han åt ett datum
	31.353012084960938	15.345689307408815	46.698701392369756	han åt en dadel
	31.79939842224121	15.345689307408815	47.14508772965003	* han åt en träffkompis
	33.678138732910156	15.345689307408815	49.023828040318975	han åt ett datum
	34.24888610839844	15.345689307408815	49.594575415807256	han åt en träffkompis
